ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Chinese New Year,Chinese New Year_lower,Chinese New Year_upper,Chinese New Year (Observed),Chinese New Year (Observed)_lower,Chinese New Year (Observed)_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Deepavali,Deepavali_lower,Deepavali_upper,Deepavali (Observed),Deepavali (Observed)_lower,Deepavali (Observed)_upper,Good Friday,Good Friday_lower,Good Friday_upper,Hari Raya Haji,Hari Raya Haji_lower,Hari Raya Haji_upper,Hari Raya Haji (Observed),Hari Raya Haji (Observed)_lower,Hari Raya Haji (Observed)_upper,Hari Raya Puasa,Hari Raya Puasa_lower,Hari Raya Puasa_upper,Labour Day,Labour Day_lower,Labour Day_upper,Labour Day (Observed),Labour Day (Observed)_lower,Labour Day (Observed)_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Polling Day,Polling Day_lower,Polling Day_upper,Vesak Day,Vesak Day_lower,Vesak Day_upper,Vesak Day (Observed),Vesak Day (Observed)_lower,Vesak Day (Observed)_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-03-20,43.33875499641131,2657.4337918242113,5233.0977144332055,43.33875499641131,43.33875499641131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3896.4445238249245,3896.4445238249245,3896.4445238249245,3460.530543999998,3460.530543999998,3460.530543999998,0.0,0.0,0.0,-225.85149309753402,-225.85149309753402,-225.85149309753402,1942.4838528055009,1942.4838528055009,1942.4838528055009,-1280.7183798830372,-1280.7183798830372,-1280.7183798830372,0.0,0.0,0.0,3939.783278821336
2022-03-27,46.79674226467342,4663.496764090056,7154.516406258042,46.79674226467342,46.79674226467342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5889.016569453527,5889.016569453527,5889.016569453527,3460.530543999997,3460.530543999997,3460.530543999997,0.0,0.0,0.0,1567.253504993482,1567.253504993482,1567.253504993482,1942.4838528055006,1942.4838528055006,1942.4838528055006,-1081.2513323454532,-1081.2513323454532,-1081.2513323454532,0.0,0.0,0.0,5935.813311718201
2022-04-03,50.25472952461351,4061.066677567281,6561.050833605389,50.25472952461351,50.25472952461351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5267.14130499546,5267.14130499546,5267.14130499546,3460.530543999998,3460.530543999998,3460.530543999998,0.0,0.0,0.0,723.1040312593409,723.1040312593409,723.1040312593409,1942.4838528055002,1942.4838528055002,1942.4838528055002,-858.97712306938,-858.97712306938,-858.97712306938,0.0,0.0,0.0,5317.396034520073
2022-04-10,53.71271677661624,1967.7752974463967,4552.620204201983,53.71271677661624,53.71271677661624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198.815856815928,3198.815856815928,3198.815856815928,3460.5305439999934,3460.5305439999934,3460.5305439999934,0.0,0.0,0.0,-1580.0593321156252,-1580.0593321156252,-1580.0593321156252,1942.4838528055009,1942.4838528055009,1942.4838528055009,-624.1392078739403,-624.1392078739403,-624.1392078739403,0.0,0.0,0.0,3252.528573592544
2022-04-17,57.170704028618964,2637.623298299115,5264.0245225838025,57.170704028618964,57.170704028618964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3863.548606869518,3863.548606869518,3863.548606869518,3460.530543999999,3460.530543999999,3460.530543999999,0.0,0.0,0.0,-1152.2956695187934,-1152.2956695187934,-1152.2956695187934,1942.4838528055002,1942.4838528055002,1942.4838528055002,-387.1701204171876,-387.1701204171876,-387.1701204171876,0.0,0.0,0.0,3920.7193108981373
2022-04-24,60.628691287517434,3511.705726594765,6084.416860932893,60.628691287517434,60.628691287517434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4695.584239873979,4695.584239873979,4695.584239873979,3460.5305439999997,3460.5305439999997,3460.5305439999997,0.0,0.0,0.0,-549.2956392974431,-549.2956392974431,-549.2956392974431,1942.483852805501,1942.483852805501,1942.483852805501,-158.13451763407753,-158.13451763407753,-158.13451763407753,0.0,0.0,0.0,4756.212931161496
2022-05-01,64.0866785464159,4237.3739727512375,6740.9445761695315,64.0866785464159,64.0866785464159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8823492,125.8823492,125.8823492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5438.941799055925,5438.941799055925,5438.941799055925,3460.5305440000016,3460.5305440000016,3460.5305440000016,125.8823492,125.8823492,125.8823492,-143.75437805965464,-143.75437805965464,-143.75437805965464,1942.483852805501,1942.483852805501,1942.483852805501,53.799431110079084,53.799431110079084,53.799431110079084,0.0,0.0,0.0,5503.028477602341
2022-05-08,67.54466579808997,3809.718143138502,6315.055968716868,67.54466579808997,67.54466579808997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4946.672702292811,4946.672702292811,4946.672702292811,3460.5305439999993,3460.5305439999993,3460.5305439999993,0.0,0.0,0.0,-697.1722515459605,-697.1722515459605,-697.1722515459605,1942.4838528055002,1942.4838528055002,1942.4838528055002,240.83055703327344,240.83055703327344,240.83055703327344,0.0,0.0,0.0,5014.217368090901
2022-05-15,71.00265304976404,3790.0699586120986,6291.565814143692,71.00265304976404,71.00265304976404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1307.0194840000001,-1307.0194840000001,-1307.0194840000001,0.0,0.0,0.0,4998.171409054753,4998.171409054753,4998.171409054753,3460.530543999997,3460.530543999997,3460.530543999997,-1307.0194840000001,-1307.0194840000001,-1307.0194840000001,505.2656977862767,505.2656977862767,505.2656977862767,1942.4838528055002,1942.4838528055002,1942.4838528055002,396.91079846298067,396.91079846298067,396.91079846298067,0.0,0.0,0.0,5069.174062104517
2022-05-22,74.46064029214922,4719.384387557446,7449.702984905331,74.46064029214922,74.46064029214922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5968.825549726238,5968.825549726238,5968.825549726238,3460.530543999998,3460.530543999998,3460.530543999998,0.0,0.0,0.0,47.785608980040315,47.785608980040315,47.785608980040315,1942.4838528055,1942.4838528055,1942.4838528055,518.0255439407005,518.0255439407005,518.0255439407005,0.0,0.0,0.0,6043.286190018387
2022-05-29,77.91862754299326,6509.641268496896,9008.144143919286,77.91862754299326,77.91862754299326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7674.977435384454,7674.977435384454,7674.977435384454,3460.530544,3460.530544,3460.530544,0.0,0.0,0.0,1669.6100126033778,1669.6100126033778,1669.6100126033778,1942.4838528055006,1942.4838528055006,1942.4838528055006,602.3530259755762,602.3530259755762,602.3530259755762,0.0,0.0,0.0,7752.896062927447
2022-06-05,81.37661479383733,5319.193821712776,7983.509452852424,81.37661479383733,81.37661479383733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6556.813541183921,6556.813541183921,6556.813541183921,3460.530543999995,3460.530543999995,3460.530543999995,0.0,0.0,0.0,503.50453172792834,503.50453172792834,503.50453172792834,1942.4838528055009,1942.4838528055009,1942.4838528055009,650.2946126504978,650.2946126504978,650.2946126504978,0.0,0.0,0.0,6638.190155977759
2022-06-12,84.83460204545955,4589.264796135118,7169.290039509056,84.83460204545955,84.83460204545955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.17802340159,5798.17802340159,5798.17802340159,3460.5305440000025,3460.5305440000025,3460.5305440000025,0.0,0.0,0.0,-269.2117062376476,-269.2117062376476,-269.2117062376476,1942.483852805501,1942.483852805501,1942.483852805501,664.3753328337347,664.3753328337347,664.3753328337347,0.0,0.0,0.0,5883.012625447049
2022-06-19,88.29258929708173,4553.885706653105,7283.471626060884,88.29258929708173,88.29258929708173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893.347477454976,5893.347477454976,5893.347477454976,3460.530543999995,3460.530543999995,3460.530543999995,0.0,0.0,0.0,-158.6884012879509,-158.6884012879509,-158.6884012879509,1942.4838528055009,1942.4838528055009,1942.4838528055009,649.0214819374302,649.0214819374302,649.0214819374302,0.0,0.0,0.0,5981.6400667520575
2022-06-26,91.75057654259324,6209.300530824531,8774.710310414015,91.75057654259324,91.75057654259324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7406.338486782209,7406.338486782209,7406.338486782209,3460.5305439999975,3460.5305439999975,3460.5305439999975,0.0,0.0,0.0,1393.0948348431107,1393.0948348431107,1393.0948348431107,1942.4838528055009,1942.4838528055009,1942.4838528055009,610.2292551335992,610.2292551335992,610.2292551335992,0.0,0.0,0.0,7498.089063324802
2022-07-03,95.20856378810474,4468.450549396817,7133.248288366664,95.20856378810474,95.20856378810474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5711.045725187561,5711.045725187561,5711.045725187561,3460.530543999997,3460.530543999997,3460.530543999997,0.0,0.0,0.0,-247.1133054167492,-247.1133054167492,-247.1133054167492,1942.4838528055006,1942.4838528055006,1942.4838528055006,555.1446337988134,555.1446337988134,555.1446337988134,0.0,0.0,0.0,5806.254288975666
2022-07-10,98.66655104067965,3965.8042461609,6480.030024630459,98.66655104067965,98.66655104067965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.5740902,902.5740902,902.5740902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5105.319314514219,5105.319314514219,5105.319314514219,3460.5305439999947,3460.5305439999947,3460.5305439999947,902.5740902,902.5740902,902.5740902,-1691.8490189402476,-1691.8490189402476,-1691.8490189402476,1942.4838528055006,1942.4838528055006,1942.4838528055006,491.5798464489725,491.5798464489725,491.5798464489725,0.0,0.0,0.0,5203.985865554898
2022-07-17,102.1245382861685,3866.174219901461,6423.216632115115,102.1245382861685,102.1245382861685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5107.260350861265,5107.260350861265,5107.260350861265,3460.530543999997,3460.530543999997,3460.530543999997,0.0,0.0,0.0,-723.2493897641167,-723.2493897641167,-723.2493897641167,1942.4838528055006,1942.4838528055006,1942.4838528055006,427.49534381988525,427.49534381988525,427.49534381988525,0.0,0.0,0.0,5209.384889147434
2022-07-24,105.58252553165734,3791.848211688916,6314.802553755386,105.58252553165734,105.58252553165734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4986.087355185554,4986.087355185554,4986.087355185554,3460.530544,3460.530544,3460.530544,0.0,0.0,0.0,-787.4052024267521,-787.4052024267521,-787.4052024267521,1942.4838528055006,1942.4838528055006,1942.4838528055006,370.4781608068058,370.4781608068058,370.4781608068058,0.0,0.0,0.0,5091.6698807172115
2022-07-31,109.04051276798117,4887.6485842852535,7482.677305933809,109.04051276798117,109.04051276798117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6103.711211091345,6103.711211091345,6103.711211091345,3460.530544,3460.530544,3460.530544,0.0,0.0,0.0,373.44913933476175,373.44913933476175,373.44913933476175,1942.4838528055009,1942.4838528055009,1942.4838528055009,327.24767495108154,327.24767495108154,327.24767495108154,0.0,0.0,0.0,6212.751723859326
2022-08-07,112.49850000430497,4067.685449808755,6569.954248779547,112.49850000430497,112.49850000430497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5217.149770638683,5217.149770638683,5217.149770638683,3460.530544,3460.530544,3460.530544,0.0,0.0,0.0,-489.0827313518048,-489.0827313518048,-489.0827313518048,1942.4838528055006,1942.4838528055006,1942.4838528055006,303.218105184987,303.218105184987,303.218105184987,0.0,0.0,0.0,5329.648270642988
2022-08-14,115.95648724417687,4684.021788908043,7284.274814772965,115.95648724417687,115.95648724417687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5820.250398157528,5820.250398157528,5820.250398157528,3460.5305439999975,3460.5305439999975,3460.5305439999975,0.0,0.0,0.0,115.09227834775383,115.09227834775383,115.09227834775383,1942.4838528055006,1942.4838528055006,1942.4838528055006,302.143723004277,302.143723004277,302.143723004277,0.0,0.0,0.0,5936.206885401705
2022-08-21,119.41447448404871,4738.497852113107,7271.893171874225,119.41447448404871,119.41447448404871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5921.657669787629,5921.657669787629,5921.657669787629,3460.530543999997,3460.530543999997,3460.530543999997,0.0,0.0,0.0,192.77540584425984,192.77540584425984,192.77540584425984,1942.4838528055002,1942.4838528055002,1942.4838528055002,325.86786713787313,325.86786713787313,325.86786713787313,0.0,0.0,0.0,6041.072144271678
2022-08-28,122.87246172134583,6960.600245552046,9505.141485736056,122.87246172134583,122.87246172134583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8096.715223316489,8096.715223316489,8096.715223316489,3460.530544,3460.530544,3460.530544,0.0,0.0,0.0,2319.5100810953545,2319.5100810953545,2319.5100810953545,1942.483852805501,1942.483852805501,1942.483852805501,374.19074541563555,374.19074541563555,374.19074541563555,0.0,0.0,0.0,8219.587685037835
2022-09-04,126.33044895010282,5780.949994318461,8312.31181849115,126.33044895010282,126.33044895010282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.37868202085,6900.37868202085,6900.37868202085,3460.5305440000025,3460.5305440000025,3460.5305440000025,0.0,0.0,0.0,1052.5002571167086,1052.5002571167086,1052.5002571167086,1942.4838528055006,1942.4838528055006,1942.4838528055006,444.8640280986389,444.8640280986389,444.8640280986389,0.0,0.0,0.0,7026.709130970952
2022-09-11,129.7884361788598,3737.8992347583603,6383.104451554061,129.7884361788598,129.7884361788598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4892.584401817614,4892.584401817614,4892.584401817614,3460.530544000001,3460.530544000001,3460.530544000001,0.0,0.0,0.0,-1044.1427850609198,-1044.1427850609198,-1044.1427850609198,1942.4838528055002,1942.4838528055002,1942.4838528055002,533.7127900730328,533.7127900730328,533.7127900730328,0.0,0.0,0.0,5022.372837996474
2022-09-18,133.246423400671,4804.428951761776,7443.244231138178,133.246423400671,133.246423400671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5951.959012286075,5951.959012286075,5951.959012286075,3460.5305439999966,3460.5305439999966,3460.5305439999966,0.0,0.0,0.0,-85.93326123781485,-85.93326123781485,-85.93326123781485,1942.483852805501,1942.483852805501,1942.483852805501,634.8778767183921,634.8778767183921,634.8778767183921,0.0,0.0,0.0,6085.205435686747
2022-09-25,136.7044106224822,6234.069302779834,8907.544858213063,136.7044106224822,136.7044106224822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7447.116486251978,7447.116486251978,7447.116486251978,3460.5305439999956,3460.5305439999956,3460.5305439999956,0.0,0.0,0.0,1302.9374056878842,1302.9374056878842,1302.9374056878842,1942.4838528055006,1942.4838528055006,1942.4838528055006,741.1646837585997,741.1646837585997,741.1646837585997,0.0,0.0,0.0,7583.82089687446
2022-10-02,140.16239784239613,3961.4749980491124,6431.559870098359,140.16239784239613,140.16239784239613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028.490749782447,5028.490749782447,5028.490749782447,3460.530543999997,3460.530543999997,3460.530543999997,0.0,0.0,0.0,-1219.0017128684497,-1219.0017128684497,-1219.0017128684497,1942.4838528055006,1942.4838528055006,1942.4838528055006,844.4780658454005,844.4780658454005,844.4780658454005,0.0,0.0,0.0,5168.653147624843
2022-10-09,143.62038506231005,3297.8217100653123,5839.993526572412,143.62038506231005,143.62038506231005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4437.244106051613,4437.244106051613,4437.244106051613,3460.530543999993,3460.530543999993,3460.530543999993,0.0,0.0,0.0,-1902.088276931732,-1902.088276931732,-1902.088276931732,1942.4838528055006,1942.4838528055006,1942.4838528055006,936.3179861778513,936.3179861778513,936.3179861778513,0.0,0.0,0.0,4580.864491113923
2022-10-16,147.07837228783762,5275.744717682475,7769.922375907831,147.07837228783762,147.07837228783762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6422.464805423071,6422.464805423071,6422.464805423071,3460.5305439999975,3460.5305439999975,3460.5305439999975,0.0,0.0,0.0,11.14352208220457,11.14352208220457,11.14352208220457,1942.4838528055009,1942.4838528055009,1942.4838528055009,1008.3068865353679,1008.3068865353679,1008.3068865353679,0.0,0.0,0.0,6569.543177710909
